name,price
Charles Ruiz,48.45811847
Stephanie Green DDS,9.144974191
Stacey Garcia,106.6192039
Glenda Burke,206.3635063
Zachary Alvarez,104.052369
Rachel Shaw,2.448211506
Carmen Beard,269.623685
Tony Daniels,186.9035775
Randy Mora,70.74105982
George Aguirre,128.9497508
James Miller,297.0405639
Jacqueline Williams,17.30622156
April Taylor,121.2898903
Robert Johnson,131.6237779
Gary White,280.9706506
Kim Lowe,192.7758756
Samantha Jones,136.3415564
Randy Lozano,16.30104965
Arthur Chavez,6.903795238
Melissa Miller,162.6066945
Leslie Mccormick,282.5021066
Carlos Rubio,63.21802404
David York,86.53219266
Gabriella Anthony,7.638645405
Olivia Poole,117.854172
Wayne Wilson,74.67047228
Elizabeth Moore,267.3988136
Janice Campbell,33.4533981
Julie Johnson,63.64156782
Misty Cantrell,189.0392091
Robert Soto,109.0138357
Brenda Cowan,60.84957659
Kelly Guerrero,259.5112157
David Nichols,19.48524858
Kayla Taylor,186.2356283
Antonio Garcia,125.4772126
Tyler Cisneros,186.5898295
Jillian Crawford,158.8172773
Karl Pierce,132.7746811
Joann Taylor,276.9621962
Jennifer Jenkins,59.12858208
Nancy Brown,78.87073418
Emma Munoz,120.8428757
Shawn Galloway,141.0298622
Melissa Mcguire,213.0821204
Bryan Chavez,125.396156
Fernando Salazar,256.1537305
Megan Moore,251.3477985
Robert Williams,175.209725
Dennis Sanford,29.45043264
Kimberly Herrera,154.8076505
Gloria Potts,289.1049353
Suzanne Barnett,8.470995351
Leah Myers,44.5579739
Kylie Thomas,13.45341602
Amanda Murphy,50.55321552
Christopher Matthews,282.3634971
Nicole Parks,52.28399767
Bobby Martin,205.4899695
Kevin Chambers,121.1711016
Kimberly Lawson,250.2880742
Rachel Lopez,101.8881123
Christopher Clay,219.3845088
Daniel Martin,0.30019336
William Taylor,66.55747014
Steven Johnson,111.293282
Daniel Miller,80.57756789
Taylor Bryant,187.6315408
Lauren Jones,194.7926312
Lindsey Robertson,22.73764686
Allison Thomas,168.3334975
Vernon Bishop,216.1870446
Susan Parsons,132.918526
Brady Snyder,210.3960863
Brent Mcgrath,174.6983567
Peter Smith,278.6080181
Deborah Fox,248.1228234
Heather Collins,147.4274074
Phillip Meyers,102.7977472
Nicholas Hubbard,275.4008364
Misty Ramirez,62.31681444
Scott Johnson,85.87388958
Jay Nixon,253.4674787
Tony Hall,61.19716522
Taylor Smith,41.49264584
Mark Reynolds,70.49794436
Marilyn Christensen,155.4854533
Denise Atkins,185.451601
Melissa Gonzales,228.0025997
Henry Hoffman,229.6628876
Daisy Davenport,59.52753518
Christopher Paul,122.7131699
Kevin Craig,148.2010516
Natalie Coleman,122.1440452
Jeremy Strickland,130.8435662
Gary Bonilla,162.6152534
Amanda Richards,236.5957164
Heidi Perez,245.1757228
Robert Johnson,174.6922346
Gary Mills,183.8363212
Chelsea Caldwell,16.12083718
John Frye,223.2774175
Michael Strong,220.4122322
Christopher Delgado,85.78279752
Whitney Wallace,253.4556183
Rebecca Martinez,59.68320226
Marissa Mccoy,116.9634653
Ricky Kerr,38.99584409
Anna Campbell,249.9213404
Marie Walters,73.38808729
Robert Martin,38.22288302
Marc Davis,162.2802619
James Dixon,159.3794328
Vicki Ramirez,186.1602427
Krista Campbell,161.2338436
Lauren Patterson,170.2123273
Megan Clark,290.2581556
Judy Zimmerman,219.5888255
Joseph Williams MD,210.7841859
Lori Acevedo,210.6602899
William Taylor,275.6331763
Dawn Snyder,248.9840417
Jennifer Simmons,80.68353707
Alyssa Nunez,163.8009002
Robert Black,63.92800482
Julia Young,239.2396683
Melinda Barnes,227.2506352
Mr. Brett Armstrong,154.1341836
Erik Stevenson,246.0040722
Daniel George,34.80089308
Lindsey Jones,197.7020395
Virginia Lopez,227.4255915
Andrew Brown,92.88318049
Donna Lowery,264.8326094
Alexis Andrade,6.313985183
Alyssa Pierce,47.74032516
Tara Johnson,38.26768696
Michael Brady,162.0594322
James Rhodes,51.92414009
Pamela Scott,42.43333392
Martin Ward,170.9498248
Kristina Hernandez,107.6915718
Robert Bush,87.18004191
Rebecca Larson,214.3895725
Brittany Watson,190.520018
Ryan Ramirez,249.7287913
Edward Burns,87.64996993
John Prince,31.73842034
Ashley Boyer,107.6625992
James Dean,61.6954542
Natalie Gordon,268.2800094
Ryan Smith,136.207813
Stephen Thompson,54.29639714
William Delgado,96.25442517
Brian Johnson,124.929208
James Patel,216.6056429
Allen Rogers,145.4342467
Aimee Reyes,277.6656815
Susan Williams,255.2153532
Edward Griffin,108.6205222
Debra Baker,296.5003089
Yvette Kramer,279.9371174
Alyssa Williams DVM,270.8972241
John Cunningham,173.0242833
Dana Gilbert,86.51917139
Stephen Henry,146.1515578
Bradley James,137.9824935
Melinda Peters,16.83003044
Robert Goodman,213.5423984
Leslie Moore,195.9630799
Sarah Gray,270.7947288
Amy Haynes,258.5062773
Gary Dean,184.425152
Jonathan Duran,224.5361417
Elizabeth Ruiz,124.6694495
Caitlin Lewis,196.3598959
Micheal Blackburn,10.44317525
Sheryl Mccarthy,159.9519731
Lisa Smith,150.9122679
Jared Juarez,247.5606457
Brett Castro,217.3328585
Jessica Murray,175.3022184
Austin Coffey,16.25913962
Shelly Jacobs,3.856762052
Elizabeth Logan,298.7423281
Cody Anderson,128.0814967
Kayla Wood,256.052876
Paul Singh DDS,157.9636169
James Mays,245.2433072
Thomas Moore,244.5914982
Linda Pacheco,299.604007
Jenny Clark,66.32311808
Patrick Guzman,223.4965981
Mr. Scott Peters,229.487331
John Stevenson,23.09927229
Kristina Brooks,154.6805826
Nancy Aguilar,63.38787527
Robert Brown,132.7329536
Jessica Williams,255.9581577
David Brown,290.5944806
Dorothy Munoz,242.56454
Jason Lawson,76.09246622
James Hall,167.9698314
Patricia Carpenter,46.08147123
Jeff Cardenas,64.36052627
Michelle Johnson,19.18945036
Frank Madden,17.34021424
George Tanner,291.4292653
Dylan Johnson,40.65328581
Pamela King,282.4817647
Jesse Frazier,95.66568525
Edward Russell,103.2235913
Diana Mcdonald,183.096436
Randy Dawson,192.1441514
Jasmine Williams,286.1692336
Robert Smith,124.219007
Sara Young,183.9944858
Samantha Gonzalez,205.5899257
Christina Torres,286.2681619
Maria Bailey,141.9076294
Charles Bartlett,94.22658657
Natalie Parker,238.0161589
Paula Hernandez DDS,48.88381678
Jessica Jenkins,14.94777896
Drew Henson,223.0761309
Michael Davis,17.98090899
Ian Ramos,23.68465648
Anna Wright,235.5824596
Ashley Anderson,74.40865878
Jennifer Wright,298.1278773
Nicole Lopez,67.72888616
Tara Ellis,21.92761435
Hannah Elliott,42.35003061
Gavin Rodriguez,116.3664242
Johnny Jackson,291.5968901
Martin Garrett,147.0670556
Terri Hayes,167.3609673
Adam Huang,260.8409357
Carolyn Garner,104.4106535
Lisa Lee,130.2202511
Rodney Escobar,8.711600244
Michael Johnson,144.5450063
Michelle Carter DVM,55.94822858
John Dunn,81.5436983
Terry Pierce,297.8661824
David Buck,258.7910904
Jennifer Newman,149.3096363
Cynthia Lee,246.5934196
Sylvia Clark,299.5252351
Joseph Taylor,86.08285036
Kathleen Barton,37.4218087
Michael Harris Jr.,52.86340979
Eric Benson,172.1967218
Curtis Butler,44.51322087
Brittany Le,51.04878875
Jeremiah Sims,101.161794
David Davis,290.4227547
Tiffany Bond,181.4895479
Patricia Chen,61.60059465
William Crawford,181.7603749
Christina Roberts,29.28680092
Jerome Scott,232.1441336
Jeffery Walker,272.0840276
Todd Alvarez,212.1733632
John Henry,223.9911858
James Miles,156.3675778
Michael Downs,31.19720611
Kayla Wheeler,6.095911005
Charles Martin,161.2752287
Harold Bennett,135.042355
Michael Swanson,200.3923528
Janet Mcdonald,79.80353707
Brett Willis,244.4064115
Jacob Smith,27.92322882
Alexa Webb,167.5688585
Louis Klein,40.12200004
Tony Yu,15.74238645
Lisa Goodman,121.0784096
Kimberly Hernandez,36.97352302
Phillip Friedman,145.8418308
Brian Lam,2.900394487
Kristin Wilkins,251.8510287
Joshua Lynch,188.878111
Blake Mclaughlin,276.6512157
Billy Olsen,10.00480704
Shawn Brock,179.6158086
Danielle Jones,222.6952076
Jim Gomez,60.12919733
Sabrina Henderson,178.7453853
David Pennington,245.3184012
Deborah Williams,137.015971
Stephanie Bowman,227.0047204
Joseph Frazier,176.4533023
Ryan Mclaughlin,249.864376
Tony Hall,135.8550959
Timothy Martin,289.2653637
John Obrien,261.8481216
Barbara Johnson,53.80589508
Brandon Marshall,139.8477827
Carrie Miller,11.55550873
Samantha Dean,261.6193407
Jamie Wilson,87.74932378
Carlos Acosta,236.6035296
Amy Bennett,228.7494578
Dominique Wells,116.6435954
Sarah Bright,237.5160783
Michael Barton,111.5883392
Rebecca Anderson,172.3062642
Megan Riggs,31.41542458
Whitney Andrews,44.1176993
Catherine Jones,127.0135122
William Andrews,236.2180763
Kathleen Edwards,158.3239538
Roger Frost,220.4688874
Justin Johnson,255.8491608
Valerie Young,265.1702577
Samantha Perez,239.9469797
Devin Allen,72.15833791
Stephanie Little,238.9238728
Melanie Miller,27.5070475
Erica Beck,2.408526397
Toni Dunn,168.373362
Eric Dunn,211.8975891
David Jackson,169.3550529
Melanie Gates,94.66629008
Heather Pierce,17.41061969
Jordan Lewis,153.0146174
Michele Johnson,255.7149801
Samantha Ryan,249.4925261
Christopher Hudson,201.9997518
Zachary Williams,106.5992164
Donna Davis,66.72879991
Jordan Erickson,237.7720748
Christopher Nolan,88.7427826
Evelyn Hanna,11.36458787
Jason Johnson,250.2314702
Barbara Caldwell,224.7115849
Ronald Huff,7.220543464
Holly Norris,216.2305109
Derrick Carter,11.83791299
Kenneth Golden,285.8508169
Grace Edwards,70.08655795
Jonathan Rios,57.71259736
Mackenzie Miller,265.5941732
Tammy Taylor,138.8559857
Reginald King,207.3305606
Matthew Fletcher,130.5591612
Elizabeth Jordan,177.7124355
Sally Santiago,45.11902986
James Johnson,12.89573538
Jason Saunders,242.8437386
Carol Hernandez,4.624370641
Kendra Dawson,291.5212704
James Hess DDS,58.42698092
Michael Stokes,25.51886602
Jeffrey Martinez,147.6903791
Joseph Bell,102.9874282
Pamela Black,140.719389
Robert Jordan,100.4711011
Kathy Baker,263.5511899
Brian Bailey,115.3628316
Mitchell Clark,190.2857937
Kelly Mcintyre,168.7344269
Susan Ali,260.5821259
Latoya Gonzales,205.0424222
Olivia Mayo,251.5393163
Thomas Anderson,221.0320214
Todd Jennings,182.3938507
Paul Dixon,22.25760841
Julie Torres,130.6787559
James Miller,202.2296492
John Howard,80.73869922
Anne Savage,134.0405497
Richard Wilson,226.8917134
Mrs. Amber Esparza,187.5777824
Todd Armstrong,99.18946135
Aaron Richardson,118.4556824
Gregory Pollard,234.1382368
Jon Butler,225.7678307
Chelsea Madden,116.6229213
Misty Ramos,234.0837103
Ryan Murphy,233.787281
Brittany Sandoval,259.1615163
Rose Stanton,132.5843724
Kristen Banks,287.0092393
Julia Stokes,140.3125662
Paul Phillips,186.004365
Amber Thompson,128.4038652
Mrs. Valerie Norton,278.473292
Adam Parker,228.1780449
Jennifer Gonzales,201.9577223
Jacqueline Hernandez,260.086074
Cory Walker,276.8951661
Jennifer Miller,220.5202145
Dawn Bond,270.3604905
Tara Daniel,247.6926552
Rebecca Thompson DDS,136.4907152
Victor Serrano,260.1217048
Elizabeth Bell,55.220858
Julie Coleman,122.6292673
Jennifer Brown,8.634621797
Jessica Moore,266.6472363
John Ramirez,160.9401531
Becky Hall,271.1221772
Christine Smith,295.80399
Christopher Osborne,146.2329234
Jacob Hernandez,7.999586638
Jennifer Rogers,128.5133967
Tammy Young,19.64948762
James Lewis,56.04829693
Charles Stanley,74.1148732
Christina Garcia,85.95341522
Heather Davis,74.29698857
Ashley Fuentes,228.8808044
Jorge Brown,2.668016258
Sierra Park MD,205.5258599
Todd Miller,272.9947016
Jeffrey Sanchez,71.25953585
Crystal Luna,99.9830512
Devin Flores,60.75152093
Bianca Martin,123.5356854
Danielle Snyder,26.67738087
Edward Carney,265.0690245
Joseph Grimes,268.7529259
April Fowler,164.807737
Michelle Mccoy,145.0996084
Alicia Stone MD,21.30617961
Micheal Lloyd,215.1732624
Richard Ortiz,148.9167449
Jasmine Reyes,44.61653265
Tony Smith,114.4025946
Mary Melton,198.305836
William Griffin,146.0813867
Scott Vargas,58.25361228
Adam Guerra,13.06034675
Christina Vang,215.2971497
Nicole Williams,189.1902467
Erica Powers,142.7933784
Angela Garcia,175.2561835
Melissa Brown,257.9026846
John Santiago,55.75051528
Donald Nelson,20.74710164
Misty Bell,263.0063735
Vanessa Barnes,81.07265035
Brian Austin,212.6489366
Jeffrey King,252.2896877
Levi Vaughn,142.1224476
Melanie Blake,244.2496518
Marvin Franklin,219.6697621
Angela Massey,110.5922776
Lisa Cole,202.2032766
George Stark,103.6304844
Jeffrey Salas,232.9586528
Richard Reeves,85.83249893
Heather Maldonado,292.4101672
Shelly Mcdaniel,267.5668047
David Ryan,80.92148227
Tyler Trevino,75.70611538
Christina Jackson,155.4855824
Jodi Peterson,20.74948998
Melissa Carney,42.0237226
David Cole,113.4241367
Ricardo Weber,215.4765291
Jessica Mckenzie,280.9707751
James Ramirez,36.28177824
Jeffrey Wise,77.17375689
Brandy Fisher,169.5800524
Renee Barrera,246.0147811
Melanie Wiggins,14.97387711
Alexander Mckee,171.6037468
Sheryl Hill,9.161919917
Sandra White,272.9878419
Christopher Thompson,22.06905227
Mr. Daniel Smith,130.7526411
Theresa Johnson,61.15255402
Kristopher Cunningham,127.4296829
Nathan Morgan,166.2127571
David Murray,110.6025674
April Taylor,2.033803094
Daniel Herrera,245.1409137
John Mcpherson,200.3253003
Scott Simmons,44.45087327
Gary Tran,86.68368261
Erica Vaughn,289.7922876
Jennifer Peterson,179.3599432
April Mccormick,219.6090619
Justin Davis,39.14509514
Julia Hall,163.1533708
Anna Cunningham,188.9376293
Jacob Stevens,233.2257703
Jerry Payne,169.6238126
Mark Collins,117.6222818
Benjamin Clark,93.10220462
Lisa Norton,17.32317763
Christopher Smith,81.45143196
Mary Myers,37.44740126
Stephanie Skinner,6.450115409
Dave Kelly,121.9757295
Patricia Gallagher,196.371178
Shaun Holloway,39.44032807
Marc Love,262.2720982
Michael Mayer,41.42900813
Mason Rodriguez,162.7919652
Jason Payne,83.2794627
Johnny Hicks,74.9443794
Lisa Rodgers,32.10622464
Sarah Tyler,87.15157534
Brian Rodriguez,26.0816515
Charlene Jones,246.885328
Scott Lawrence,227.6139565
Carol Patrick,140.4516807
Mrs. Jessica Gibson DDS,60.11999568
Linda Sullivan,4.597577836
Donna Carrillo,237.8259111
Scott Baker,227.4705054
Brian Jensen,174.9671222
James Sosa,81.43216331
Veronica Zavala,51.45914813
Jenny Fields,186.1692976
George Monroe,230.8455603
Michael Smith,153.7056177
Kevin Oliver,190.3976967
Nicholas Mejia,13.52272289
Phillip Logan,169.7231774
Jamie Jackson,299.1846576
Thomas Alvarez,72.23090551
Kaitlin Lawson,116.9434704
Carlos Wagner,268.2158202
Christopher Anderson,45.61401189
Roberto Sparks,113.7675985
Julie Oneal,214.0692547
Megan Friedman,240.3518353
Cheryl Taylor,96.58849728
Jeffrey Hatfield,241.5103666
James Phillips,18.9820537
Jessica Moore,128.9224193
Eric Richards,79.96034999
Rebecca Mitchell,240.7557103
Anna Patrick,158.13197
Eric Schmidt,197.3438304
Mark Campbell,156.8947774
Taylor Oconnell,190.5868648
Debra Peters,70.77282649
Richard Anderson,99.64762699
William Russell,201.2067577
Ryan Mcdaniel,245.9720704
Jacqueline Frazier,191.7286603
Steven Stuart,32.13545499
Emily Rodriguez,90.35267623
Ryan Perez,28.24313981
Lauren Hahn,287.3152387
Megan Lopez,127.4434204
Matthew Lucero,194.0146142
Joseph Perez,52.96715715
Kimberly Wright,153.6378606
Donald Braun,16.16466094
Savannah Reese,156.4062563
Leslie Wiggins,65.73844854
Mrs. Deanna Gonzalez,26.46654614
Derrick Brown PhD,22.81013853
Meghan Davis,116.3037504
Faith Edwards,163.6350438
Stephanie Morgan,160.7615774
Laura Vargas,17.12739612
Caleb Singh,55.99219306
Cassandra Andrade,189.3732231
Robert Hall,183.8510853
Kenneth Hill,6.341114311
David Brown,136.8591472
Sarah Lewis,237.1228892
Stephen Meyers,261.2785989
Victor Becker,71.86420397
Brad Huff,150.7929287
Thomas Sanchez,18.39675475
Michael Chapman,229.9602555
Stephen Lam,89.72241118
Theresa Wells,80.07481776
Richard Barrera,55.20716243
Kelly Boyle,237.0515981
Alexander Richardson,21.98915208
James Hicks,177.0515297
Todd Simon PhD,93.74886446
Jason Meyer,114.0768801
Matthew Moore,150.4707103
Lindsay Rivera,108.1302862
Michael Peterson,253.4940966
Jennifer Martin PhD,193.1962602
Martin Solomon,186.44926
Rebecca Quinn,72.46973743
Kerry Branch,9.474332966
Leslie Ruiz,219.3292641
Joseph Howard,86.76006819
Rebecca Wright,233.5123787
Jacqueline Phillips,266.4418808
Wesley Erickson,134.5999692
Janet West,225.8993827
James Barnett,237.5878966
Eric Scott,252.8316303
James Jones,250.7173487
Joshua Baker DVM,87.85407145
Kathleen Baker,260.1202045
Michael Clark,260.3821386
Anne Richards,214.576803
Renee Williams,273.244834
Derek Thomas,128.0732518
Robert White,15.36006275
Teresa Figueroa,157.0536374
Ashley Murphy,117.9457723
Laura Peterson,227.6123872
Brian Cardenas,96.53388242
Dana Conrad,12.35802683
Kathleen Deleon,123.7719434
Ebony Garcia,243.754614
Johnathan Allen,8.375005469
Laura Faulkner,0.172930056
Kirk Pearson,9.303532223
Joseph Bonilla,44.2075727
Christina Moore,121.1085131
Gary Barber,109.5760422
Laura Diaz,1.192317589
Jerry Stuart,222.1184712
Brianna Griffith,200.530082
Kenneth Lopez,56.49118553
Wesley Krause,115.9217821
Derek Sullivan,199.9901641
Brian Johnson,202.850954
Miss Monica Mcdonald,190.9497467
Christine Peterson,144.0482779
Brianna Ramirez,196.1333418
Robert Decker,71.98489152
Michael Bryant,82.40541955
Jamie Silva,161.7920788
Steven Jones,96.06536657
Christopher Bautista,25.7526185
Elizabeth Stein,255.6515653
Brandi Werner,297.9637678
Derrick Jones,167.9345937
Michelle Price,80.72808372
Kara Silva,32.088137
Lisa Cox,33.65138701
Jonathan Armstrong,14.57035663
Randy Rodriguez,178.0077151
Amber Payne,124.4776004
Patricia Moore,55.82247702
Barbara Krueger,60.73961436
Susan Colon,191.5557109
Ryan Morgan,296.2379031
Chad Willis,8.733980598
Brian Curtis,154.5553092
Stephanie Jones,257.3034447
Jeffrey Garcia,242.1753175
Erik Walker,167.3473741
Steven Murray,179.8138796
Samuel Simmons,38.36117241
Brian Brown,100.039538
Barbara Brown,223.02702
Monica Oconnor,27.82578051
Jacob Yang,54.06984636
Jennifer Roberts,172.7932745
Ashley Schultz,171.1870001
Elizabeth Swanson,228.4362989
Jonathan Lawrence MD,36.77728915
Linda Rodriguez,175.736522
Molly Tate,192.7650925
Patrick Mosley,20.68179732
Anita Nelson,98.2563019
Susan Harris,62.12362274
John Conrad,216.3613773
Peggy Johnson,219.2847921
Timothy Allen,199.0109939
Susan Hansen,90.74580755
Linda Woods,226.942016
Susan Herrera,175.4205367
Linda White,211.9963589
Andrew Matthews,287.6104984
Mrs. Lisa Richardson MD,185.5276885
Jennifer Dixon,172.8038862
Daniel James,6.650911434
Kyle Chaney,129.4088432
Erin Kennedy,91.86979408
Allison Jones,50.92956508
Jason Lopez,182.3514574
Cameron Burton,73.50561371
Joe Cook,58.0149289
Robert Miller,268.1107296
Olivia Martin,82.34771286
Manuel Long,94.22695027
Richard Villanueva,75.5044878
Taylor Jones,62.18273963
Catherine Simmons,136.5935694
Samantha Miranda,120.1573107
Sarah Brown,298.4329596
Jerry Clark,243.5619902
Briana Morris,66.29706805
Michelle Schneider,131.8021648
Alyssa Kim,211.2511958
Courtney Williams,232.4465591
Rebekah Gonzalez,193.3837703
Cameron Gay,143.6770259
Jose Martinez,80.93405105
Gabrielle Todd,173.9815833
Adrian Price,133.078861
James Daniels,270.0463735
Henry Huffman,184.9869926
Beth Murphy,24.76246353
Kevin Haynes,115.2254767
Darryl Deleon,204.3763418
Jeffrey Wells,264.9241843
John Hicks,252.8243925
Pamela Stanley,166.4772266
Frank Gardner,247.7336974
Eric Kennedy,59.87939535
Michael Buchanan,84.84694551
Brooke Johnson,169.842186
Joseph Alvarado,43.63467789
Dawn Ross,98.64511088
Christina Hammond,48.76616516
Adrian Richmond,3.975889905
Elizabeth Gardner,74.14070427
Melissa Wood,137.5704052
Matthew Nelson,240.5538866
Janet Gross,6.593436831
Michael Murphy,259.0641083
Samuel Davis,197.0367286
James Garcia,132.019847
Carolyn Glover,288.2201261
Jonathan Singleton,277.8925688
Jennifer Rodriguez MD,266.9824165
Robert Moore,25.25347246
Kelly Rogers,203.4085501
Kelly Rodriguez,161.6919893
Michael Fisher,3.421642628
Lorraine Shaw,276.2723928
Steven White,37.2849008
Joy Long,216.5459182
Brandon Riggs,8.330686218
Raymond Henderson,212.4604653
Kenneth Wright,84.45131708
Katelyn Sloan,84.36432198
Jonathan Robinson,142.1045999
Gina Morales,154.7266329
Rachel Martinez,100.9771245
Nicole Mcgee,211.9572214
Danielle Hunter,166.4771534
Dillon Baker,229.8802541
Steven Lane,251.3015313
Sandra Cook,129.4083688
Heather Cardenas,68.71986146
Kyle Robinson,40.789742
James Rodriguez,278.5839619
John Robertson,249.6891636
Melissa Smith,9.02944651
Sarah Oneal,89.01612989
Austin Mcdowell,98.91948453
Marie Taylor,126.4095272
Teresa Garrett,201.3569513
Kelly Perez,249.9633227
Mary Odom,94.71141448
Stacy Hansen,38.16867181
Sara Lopez,204.6519742
Arthur Gibson II,63.21726831
Jennifer Ortiz,105.0355143
Amanda Davis,200.2859627
Tina Fitzpatrick,129.1938775
Andrea Page,138.8235219
Wayne Reeves,172.4005071
James Sullivan,46.20312463
John Hernandez,193.7106627
Tiffany Barnett,271.7312051
Jessica Watts,58.75572391
Miss Katherine Brennan MD,50.00288911
Nathan Nielsen,23.30866391
Patricia Davis,171.7762592
Ricardo Davies,170.0373779
Matthew Lawson,199.9675868
Christopher Miller,179.2409523
Charles Mendoza DVM,157.2561504
Jack Lin,110.6184773
Michelle Jacobs,147.4623228
Amber Hopkins,289.4506193
Christine Lara,218.3912477
Nancy Garcia,141.3853432
Lindsey Owens,264.6461921
Lisa Brewer,43.02463642
Alex Rhodes,264.2776739
Daniel Bennett,157.037661
Susan Robinson,268.3048564
Christopher Olson,260.0251938
Jon Roach,129.6905747
Michael Robinson,38.28658602
Rodney Arellano,206.033049
Alicia Wong,250.4448737
Jesse Singh,147.5234691
Nicole Smith,64.95829168
Dwayne Snyder,35.8393188
Marcus Rice,96.59177813
Ashley Dixon,87.74147719
Erica Nelson,91.27947021
Anna Valdez,202.480179
Marco Pierce,228.7819172
Nicole Henry,111.771676
Melissa David,125.7463322
Patricia Moreno,153.2979046
